1thExec, 2thExec, 3rdExec, 4thExec, 5thExec
3.471049, 3.409152, 3.401554, 3.410667, 3.402837
1.657672, 1.655278, 1.658929, 1.657165, 1.654440
0.890764, 0.890603, 0.890083, 0.891167, 0.889779
1.437859, 1.442025, 1.437071, 1.436594, 1.436843
0.209414, 0.210208, 0.209272, 0.209782, 0.208793
0.208948, 0.210993, 0.209686, 0.209351, 0.209003
0.208910, 0.208833, 0.209002, 0.208821, 0.208760
0.208986, 0.209666, 0.208631, 0.208464, 0.208578
